drama_type,speaker,sex,job,social_class,text
unknown,Herr FLINK,M,,,"
          
Herr Flink.
Was witt halt... Dü weisch, wie-n-ich mit Arwet iwerlade
                        bi 's ganze Johr un wie ungern as ich mich deplaciere
                        thüe... dasmol isch's jetz üs ere ganz
                        b'sundere-n-Ursach, wo Dü jetz glich erfahre sollsch...
                    

          
"
unknown,Herr KRACH,M,,,"
          
Herr Krach
(bim Fenster)
Erlaüwe Se, ass ich siter in Garte-n-awe gang, derwilst
                        as Sie schwàtze mitnander... ich glaüb ohnedem, ass ich
                        dert züefàlligerwis e-n-alte Bekanntschaft erkennt ha,
                        wo-n-ich gar nitt denkt hätt do az'treffe... Sie
                        excüsiere mich, nitt wohr
(er geht hinte-n-üse)
"
unknown,Herr FLINK,M,,,"
          
Ferr Flink.
Vor allem mächt ich Dich jetz froge, wie Dir dà Herr
                        g'fallt... güet, nitt wohr?... De weisch, ass ich nitt
                        d'G'wohnet ha, lang hinte-n-umme z'fahre... dr Herr
                        Krach isch in alle Sticke ne charmanter junger Mann...
                        er trittet jetz in mi G'schàft i un wird's sogar später
                        wohrschinlig ganz iwernàmme... also ne güete Parthie,
                        Nundebuckel noch emoll... was meinsch, wàr das nitt eso
                        ne-Mànnle fir Dich?
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(lacht)
's isch wohr, Oncle, Dü fahrsch nitt lang
                        hinte-n-umme... das heisst me jetz emol eim e Mann
                        atràit uf dr Extrapost...
                    

            
G'sang
Was isch das fir e Mode?
So will ich nitt hirothe,
Ich müess jetz doch z'erst wisse,
Mit wem as ich's z'thüe ha;
Ne so eim iwerfalle!
Das geht halt nitt in Alle,
Das wàr jo gege 's Gwisse;
So bind ich mich nitt a!
"
unknown,Madame FRISCH,F,,,"
            

              
's isch mir nitt z'wohl,
Denn gar vielmol
Hat me g'sàh do
's Unglick scho;
Das ka nitt geh,
Dü wirsch's ig'steh,
So uf eimol,
B'sinn Di wohl!
"
unknown,Herr FLINK,M,,,"
            
Herr Flink.

              
Nundebuckel noch emol!
Sag, weisch Dü jetz awer wohl,
Ass ich mich ha druf verlo
Un ihm Hoffnung g'macht ha scho;
Ich wird schön jetz vor ihm steh,
Wenn Dü das nitt witt igeh;
Nundebuckel noch emol!
B'sinn Di wohl!
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
De weisch, ich bi allewil eso gsi... wenn ich emol ebbes
                        im Kopf g'ha ha, so hat's gli miesse dure, Nunde...
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(unterbricht ne)
Eh bien, los, Oncle, ich sag Dr d'Antwort am
                        Nachtesse... ich bi froh, ass De ku bisch...
                    
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
Nix do... uf dr Stell müess ich's wisse... wenn Dü-n-en
                        ung'fàhr nitt witt, so ka-n-er nitt dobliwe am Esse...
                        er müess aügeblicklig wieder furt... mr hàn in dem
                        Moment pressante G'schàfte z'b'sorge... nur fir sich
                        z'verlowe wàr dr Grund wichtig g'nüe gsi, fir sich e
                        paar Stund ufz'halte, anderscht nitt... un derno wird
                        er wohrschinlig o gar nitt dra halte doz'bliwe wenn er
                        weisst, ass Dü ne abg'schifelt hasch.
                    

          
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(fir sich)
Isch jetz das e Fatalität!... jetz ha-n-i dr Herr Ledig
                        lo z'ruckriefe un jetz soll dà Herr Krach wieder
                        furt... was isch jetz z'mache?...
                    
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
Was isch... hasch Di ferig b'sunne?... Nunde...
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.
Buckel noch emol!... So loss ne doch nur z'Nacht esse
                        do... mr känne jo derno noch allewil dervo rede...
                    
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
's ka nitt si... d'G'schàfte sin d'G'schàfte... mr hàn
                        nur welle g'schwind im durereise profetiere, fir eüch
                        z'verlowe... wenn's nitt ka si, so fahrt er gli wieder
                        ab... 's isch wieder eso viel Zit g'wunne!... ich
                        hingege ka noch dobliwe hit z'Owe.
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(fir sich)
Was mache!... was mache!... ma foi, ich sag, er soll
                        dobliwe... das engagiert mich jo nitt gross... ich ka
                        jo allewil wieder z'ruck...
(lüt)
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
Eh bien...
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.
Eh bien... er soll dobliwe!
"
unknown,Herr FLINK,M,,,"
          
Herr Flink.
A la bonne heure!... ich will ne gli geh ufsüech fir's
                        em z'sage, Nundebuckel noch emol
(er geht hinte-n-üse)
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(allei)
Wenn er nur doblibt, ass mr nitt drizehne sin am Tisch,
                        das isch d'Haüptsach... ich will ne nochher 

          
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(kunnt hine-n-ine)
Was soll eigentiig das bedite, Madame Frisch?... vor ere
                        halb Stund schickt Se mich furt... derno losst Se mich
                        wieder z'ruckriefe... un jetz, wo-n-i z'ruckkumm, so
                        hör i dunte im duregeh, ass dr ältste vo dàne Herre,
                        wo-n-i atroffe ha im furtgeh, züem andre sàit: « Ihre
                        Hiroth isch so viel as arrangiert... d'Madame Frisch
                        willigt i... Sie bliwe-n-also do züem Nachtesse »...
                        ich kumm nimmig üs dàre G'schichte!... uf jedefall,
                        wenn's eso isch, so gang ich furt, wenn er doblibt!...
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(fir sich)
Güet... jetz will dà wieder furt... mr kämme nitt üs
                        dàre Unglickszahl üse....
(lüt)
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(spöttisch)
Ha ha ha... züe mim Beste!... Ich garantier awer derfir,
                        ass er geht... ich will emol sàh, eb er nitt
                        abmarschiert!
(er geht gege dr Thüre)

          
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(haltet en z'ruck)
Herr Ledig thien Se nur das nitt!...
(fir sich)
(lüt)

            
G'sang
Ich ha ihn jo noch gar nie g'sàh,
Wie will ich ihm mi Hand denn gà,
Das ka jo ganz un gar nitt si!
Mir hàn uns jo längst Treüe g'schwore
Un hàn se g'halte bis dohi,
Ich ha ihn jo noch gar nie g'sàh,
Wie will ich ihm mi Hand denn gà,
Das ka jo ganz un gar nitt si
"
unknown,group,sex_unknown,job_unknown,social_class_unknown,"
          
Mitnander

            
Mir hàn jo g'schwore,
Ass mir uns immer wànn versteh,
In keine G'fohre
Soll unser Schwur nie untergeh!
"
unknown,Madame FRISCH,F,,,"
          
Allons, Herr Ledig, kàmme Se, mr wànn geh lüege, eb
                            dr Tisch g'ristet isch
(se nimmt en am Arm un fiehrt ne halwer mit
                            G'walt züer Thüre-n-üse rechts)
"
unknown,Herr KRACH,M,,,"
          
Herr Krach
(kunnt hinte-n-ine)
Was me doch im e Hüs alles erfahre ka in ere kurze Zit,
                        we me drin d'Chance hat wie ich, e-n-alte Liebschaft
                        wieder az'knüpfe vo frieih're Zite!... Triff ich jetz
                        do nitt züefàllig 's Trinele a, wo-n-ich als eso gern
                        g'sàh ha frieiher un erfahr, ass es d'Schwester

          
(er geht ans
                        Fenster)

          
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(kunnt hinte-n-ine, fir sich)
Aha, do isch er jo!... ich ha-n-en lang genüe
                        g'süecht!...
(lüt züem Herr Krach)
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Z'erst müess ich Ihne sage, ass Sie mir do keine Ordre
                        z'gà hàn... un züedem, wenn ich jetz üs dam Hüs gieng,
                        so miesste Sie o drüs... drum känne Sie froh si, as ich
                        nur doblib!...
                    
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(zornig)
Wie meine Sie das?...
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Wà mr's druf aku lo?...
(d'Madame Frisch kunnt rechts
                        ine)
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.
Allons, allons, ihr Herre... me süecht Se, fir an dr
                        Tisch z'geh!...
                    
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Verzeiht Se, Madame Frisch... unter de jetzige Umstànde
                        un in dàre Position, wo-n-ich bi, ka-n-ich unmöglig
                        bliwe... ich müsss also...
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.
Also furt wànn Se?...
(fir sich)
(lüt züem Herr Ledig)
(züem
                        Herr Krach)
(se wendet sich ab)
"
unknown,Herr KRACH,M,,,"
          
Herr Krach
(lislig züem Herr Ledig)
Was ha-n-ich g'sàit?.
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(mit Verzwiflung)
Ich kumm nitt do drüs!
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.

            
Sie sin mir jetz nitt verleide,
Doch gehn liewer alle beide,
Thien Sie sich nur schön begleite,
Das wird 's allerbeste si;
Wànn Sie awer sich nitt riwe
Un wànn beide bi mir bliwe,
Fir mit uns do d'Zit z'vertriwe,
Frei ich mich druf hi.
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.

            
Ich bi ihre nitt verleide
Un doch schickt se alle beide,
Se sàit, ich soll ihn begleite,
Das wird 's allerbeste si;
Wànn mir awer uns nitt riwe
Un wànn beide bi ihr' bliwe,
Fir bi ihre d'lit z'vertriwe,
Freit se sich druf hi.

          
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.

            
Er isch ihre nitt verleide
Un doch müess er geh;
Ich ka's versteh,
's wird's beste si;
Nur wenn ich do will bliwe,
Wird's ihm o erlaübt,
Nie hätt er's glaübt
Uf mi Wort hi.
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Sin die Zwei jetz in ere Klemme!... awer ich will
                        Mitleid mit ene ha...
(züer Madame Frisch)
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(iwerrascht)
Uf eimol, eso grad ohne witers?...
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Verzeiht Se... ich ha's scho lang gern... mr hàn is
                        frieiher scho gern g'sàh, sin awer derno vonander ku,
                        wo-n-ich züe Ihrem Oncle gange bi, ohne Sie z'kenne un
                        ohne-n-ass ich g'wisst ha, ass dr Herr Flink dr Oncle
                        isch.
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch.
Aha!... das isch die Bekanntschaft, wo Sie g'sàh hàn im
                        Garte... ich ha nit dergege, wenn 's Trinele
                        z'friede-n-isch... das arrangiert uns jetz alle... un
                        hoffentlig wird dr Herr Ledig o z'friede si un wird is
                        d'Freid mache doz'bliwe?...
                    
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.
Verzeiht Se mr, Madame Frisch... ich bi halt e
                        Hitzkopf.... ich will gern bliwe... awer thàte Se mr
                        nur sage...
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(unterbricht ne)
Also isch jetz alles wieder in Ordnung!...
(fir sich)
(lüt)
"
unknown,Herr FLINK,M,,,"
          
Herr Flink
(kunnt hinte-n-ine, ganz bleich.
O mine liewe Kinder, wie isch's mir uf eimol eso
                        schlecht... Nundebuckel noch emol!... ich weiss gar
                        nitt was afange!... 's isch grad ku wie a mi blose!...
                        ihr werde halt miesse-n-ohne mich an dr Tisch sitze.
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(fir sich)
Was fir e Fatalität!... scho wieder drizehne!...
"
unknown,Herr KRACH,M,,,"
          
Herr Krach
(züem Herr Flink)
Wo hàn Se-n-eigentlig weh?... was isch denn
                        g'schàh?...
                    
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.
G'schwind... mr wànn en ufs Kanepee fiehre, er ka sich
                        jo nimmig ufrecht halte
(dr Herr Ledig un dr Herr Krach
                        fiehre ne furt rechts)
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(allei)
Isch jetz das nitt züem narràchtig werde mit
                        dàre-n-Unglickszahl!... was soll ich jetz wieder
                        afange... ich ka doch dr Herr Ledig nitt noch emol
                        furtschicke... un doch will ich durchüs nitt
                        drizehne-n-am Tisch ha.
                    
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(kunnt ine rechts)
Madame Frisch, me wartet jetz nur noch uf Sie, fir an dr
                        Tisch z'geh... dr Oncle isch jetz dowe... er ligt uf em
                        Kanepee!..
                    

          
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(fir sich)
Was mache!... was afange
(se laüft in dr Stuwe-n-umme,
                        me hört uf dr Gasse schreie: Hàn 'r alti Lump!
                        Kinkelepelz!)
(se rieft züem Fenster
                        üse)
(se winkt em)
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(fir sich)
Décidément, d'Madame Frisch müess g'schittelt si... ich
                        will mich glaüb üs em Staüb mache...
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(kehrt si um)
Er hat nitt dr Zit, sàit er!....
(züem Herr Ledig)
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.
's isch möglig... awer einstwilewill ich mich süeche
                        selwer z'rette!
                    
"
unknown,Herr KRACH,M,,,"
          
Herr Krach
(kunnt ine rechts)
Madame Frisch, dr Oncle isch jetz wieder besser un wott
                        jetz z'Nacht esse... me wartet nur noch uf Sie un dr
                        Herr Ledig.
                    
"
unknown,Madame FRISCH,F,,,"
          
Madame Frisch
(freidig)
Oh!... mr sin g'rettet!... desto besser... das isch mr
                        noch liewer as dr Kàmifeger... kämme Se jetz, Herr
                        Ledig...
(se nimmt en am Arm)
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.
Ich verstand allewil weniger...
"
unknown,Herr FLINK,M,,,"
          
Herr Flink
(kunnt ine rechts)
Nundebuckel noch emol... ha-n-ich e-n-Angst g'ha!... 's
                        isch mr ganz schwindlig gsi, awer jetz geht's wieder
                        besser...
(züer Madame Frisch)
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig.
Ah!... jetz geht mr e Liecht uf!... jetz, jetz verstand
                        i's!...
                    
"
unknown,Herr KRACH,M,,,"
          
Herr Krach.
Sie hàn Zit brücht derzüe, güeter Frind... was doch dr
                        Awerglaüwe nitt mache ka!... also, merke-n-eüch das,
                        die wo wànn glicklig verlobt si, die solle vor allem
                        trachte, ass se nitt drizehne sin am Tisch, sunscht...
                    
"
unknown,Herr LEDIG,M,,,"
          
Herr Ledig
(schelmisch züer Madame Frisch)
Sunscht hat me z'riskiere, ass e Kàmifeger kunnt ku
                        nàwe-n-eim sitze!...
                    
"
unknown,group,sex_unknown,job_unknown,social_class_unknown,"
          

            
G'sang
(Mitnander)
Wenn ihr wànn Gäst ilade,
So gàn schön acht,
Drizehne bringe Schade,
's isch längst üsg'macht!
Wenn dr Vierzehnt fehle thüet,
Isch e Lumpemann o güet
Od'r e Kàmifeger
Im hoche Hüet!
"
